"","series","baker_name","baker","baker_age","baker_occupation","hometown","episode","result","technical","signature_bake","show_stopper"
"148",3,"Manisha Parmar","Manisha",27,"Nursery nurse","Leicester",5,"OUT",5,"Lamb Wellington with Rosemary and Mint","Banana Scotch Pie"
"149",3,"Natasha Stringer","Natasha",36,"Midwife","Tamworth, Staffordshire",1,"OUT",12,"Pineapple & Passion Fruit","Mother's Day Layered Rose Cake"
"150",3,"Peter Maloney","Peter",43,"Sales manager","Windsor, Berkshire",1,"IN",3,"Pear, Muscat & Chocolate","Jubilee Cake"
"151",3,"Peter Maloney","Peter",43,"Sales manager","Windsor, Berkshire",2,"OUT",11,"Fennel and Nigella Seed NaanBannock Bread","Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels"
"152",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",1,"IN",8,"Kumquat and Orange Polenta","Hidden Flowerbed Mousse Cake"
"153",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",2,"IN",5,"Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan","Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
"154",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",3,"IN",5,"Spiced Pear Tarte Tatin","UNKNOWN"
"155",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",4,"IN",7,"Green Tea Opera Torte","Strawberry, Rose and Pistachio Meringue"
"156",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",5,"STAR BAKER",8,"Curry Spiced Seabass Wellington","Key Lime Pie"
"157",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",6,"IN",6,"Chocolate FondantsSticky Ginger and Date Puddings","Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
"158",3,"Ryan Chong","Ryan",38,"Photographer","Bristol",7,"OUT",6,"Lardy Cakes","Char Siu Bao"
"159",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",1,"IN",1,"Pear, Chocolate and Hazelnut","Hidden Crown Cake"
"160",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",2,"IN",10,"Toasted Coconut and Lime RotisOatcakes","UNKNOWN"
"161",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",3,"IN",8,"Caramelised Banana Tarte Tatin","French Apple Tart with Blackberry and Cassis Jam"
"162",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",4,"IN",4,"Chocolate and Almond Truffle Torte","Hazelnut Tiramisu Layered Meringue"
"163",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",5,"IN",4,"Beef Wellington with Parma Ham and Gorgonzola Cheese","Chocolate and Banana Cream Pie"
"164",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",6,"IN",4,"Sticky Toffee PuddingsGranny's Saucy Lemon Puddings","Sweet Strudel with Sour Cherries"
"165",3,"Sarah-Jane Willis","Sarah-Jane",28,"Vicar's wife","Bewbush, West Sussex",7,"OUT",7,"Orange, Nutmeg and Saffron Buns","Sour Cherry and Dark Chocolate Christmas Plait"
"166",3,"Stuart Marston-Smith","Stuart",26,"PE teacher","Lichfield, Staffordshire",1,"IN",9,"Tomato and Ginger","Lemon and Pistachio Union Flag Cake"
"167",3,"Stuart Marston-Smith","Stuart",26,"PE teacher","Lichfield, Staffordshire",2,"IN",9,"Bombay BreadChorizo and Spring Onion Naan","Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels"
"168",3,"Stuart Marston-Smith","Stuart",26,"PE teacher","Lichfield, Staffordshire",3,"IN",7,"Pear and Almond Tarte Tatin","Raspberry Triple Chocolate Layered Tart"
"169",3,"Stuart Marston-Smith","Stuart",26,"PE teacher","Lichfield, Staffordshire",4,"OUT",8,"Black Forest Torte","Choca Blocka Mocha Meringue"
"170",3,"Victoria Chester","Victoria",50,"CEO of the charity Plantlife","Somerset",1,"STAR BAKER",4,"Pear and Pecan","Blackbird Pie Cake"
"171",3,"Victoria Chester","Victoria",50,"CEO of the charity Plantlife","Somerset",2,"IN",7,"Coriander and Lemon NaanGarlic and Parsnip Chapatis","Saffron and Golden Raisin Bagels
Porcini Bagels"
"172",3,"Victoria Chester","Victoria",50,"CEO of the charity Plantlife","Somerset",3,"OUT",4,"Fig, Walnut and Pink Peppercorn Tarte Tatin","Tropical Fruit Tart with Black Pepper Crust"
"173",4,"Ali Imdad","Ali",25,"Charity worker","Saltley, Birmingham",1,"IN",11,"Rose and Pistachio Cake","Chocolate, Raspberry and Passion Fruit Engagement Cake"
"174",4,"Ali Imdad","Ali",25,"Charity worker","Saltley, Birmingham",2,"IN",9,"Italian Grissini","Sweet and Savoury Yin Yang Bread"
"175",4,"Ali Imdad","Ali",25,"Charity worker","Saltley, Birmingham",3,"IN",5,"Coconut, Raspberry and Lemon Meringue Trifle","Vanilla Latte Mini CakesLime & Mint Shortbread Pops"
"176",4,"Ali Imdad","Ali",25,"Charity worker","Saltley, Birmingham",4,"OUT",8,"Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry","Orange, Cardamom and Date M'Hanncha"
"177",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",1,"IN",8,"Grapefruit Sandwich Cake","Chocolate Cherry Indulgence"
"178",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",2,"IN",11,"Fennel and Chilli Breadsticks","Five Strand Christmas Wreath"
"179",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",3,"IN",10,"Orange and Ginger Trifle","Limoncello and Blueberry BurstsMillionaire Shortbread"
"180",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",4,"IN",2,"Mamgu's Cherry-Apple Tart","Moroccan Vegetable Filo Feast"
"181",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",5,"IN",5,"Chocolate, Cherry and Hazelnut Brownies","Tiered Macaron and Sugar Dough Biscuit Centrepiece"
"182",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",6,"IN",6,"Bara Brith","Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns"
"183",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",7,"IN",1,"Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy","Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille"
"184",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",8,"IN",4,"Potato, Spelt and Rosemary Focaccia","Spiced Butternut Squash and Pecan 'Cheese' Cake"
"185",4,"Beca Lyne-Pirkis","Beca",31,"Military Wives' Choir Singer","Aldershot, Hampshire",9,"OUT",3,"Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets","Banoffee Opera Cake"
"186",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",1,"IN",3,"Strawberry, Vanilla and Rosewater Summer Basket","Chocolate and Orange 'Fripperous' Hat Cake"
"187",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",2,"IN",4,"Mediterranean Breadsticks with Oregano","Double Plaited Loaf"
"188",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",3,"STAR BAKER",4,"Caribbean Pina Colada Trifle","Ninety-NinersSachertorte Parcels"
"189",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",4,"IN",7,"Granny Rogers' Apple, Plum & Cinnamon Country Pie","Roasted Vegetable Filo Pie with Feta Cheese"
"190",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",5,"STAR BAKER",1,"Mixed Berry and Almond Crumble Traybake","Shortbread Bavarian Clock Tower"
"191",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",6,"IN",4,"Oxford Nutty Fruit Loaf","Schnecken BunsVanilla Custard Skolebrød"
"192",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",7,"IN",6,"Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream","Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille"
"193",4,"Christine Wallace","Christine",66,"Director of an engraving company","Didcot, Oxfordshire",8,"OUT",5,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds","Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant"
"194",4,"Deborah Manger","Deborah",51,"Dentist","Peterborough",1,"IN",9,"Pineapple Cake","'Coffee Time'"
"195",4,"Deborah Manger","Deborah",51,"Dentist","Peterborough",2,"IN",8,"Fennel & Chilli Breadsticks","Walnut Fleur Loaf"
"196",4,"Deborah Manger","Deborah",51,"Dentist","Peterborough",3,"OUT",9,"Tropical Trifle*","Canelé Cherry and Chocolate CakesRose Cookies"
"197",4,"Frances Quinn","Frances",31,"Children's Clothes Designer","Market Harborough, Leicestershire",1,"IN",7,"Giant Jam Sandwich","Secret Squirrel Cake"
"198",4,"Frances Quinn","Frances",31,"Children's Clothes Designer","Market Harborough, Leicestershire",2,"IN",2,"Giant Matchsticks","Sailor's Knot"
